intent,text,response_template
route_inquiry,Fatih Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,ne haber,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Şişli Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
greeting,merhabalar,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
greeting,hey merhaba,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Kadıköyden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
weather_traffic,sisli hava trafik,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Beylikdüzüden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sendromu trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,perşembe gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,karlı havada durum,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Bostancıden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartalden Üsküdarye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_status,TEM otoyolunda trafik,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,cumartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslakden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
weather_traffic,yağmurda trafik,Hava durumunun trafik etkisini analiz edebilirim.
greeting,merhaba bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,salı öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hoş bulduk,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,minibüs rotası,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Fatih çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü Beşiktaş güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,Boğaz köprüsü durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Maltepe Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,fırtınada yol durumu,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Taksim Beylikdüzü arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,konser sonrası trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
greeting,hey merhaba,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
help,yardım et,Size nasıl yardımcı olabilirim?
help,nasıl çalışırsın,Trafik verilerini analiz ederim.
traffic_prediction,çarşamba gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hey dostum,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazartesi günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepeden Beylikdüzüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
thanks,harikasın,Teşekkürler! İyi yolculuklar.
route_inquiry,Taksim çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
goodbye,görüşmek üzere,Güvenli yolculuklar dilerim!
route_inquiry,Anadolu yakasından Avrupa yakasına,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,salı akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hey trafik asistanı,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,hafta içi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,yürüyerek kaç dakika,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,cumartesi günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,karlı havada durum,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Kadıköy Üsküdar arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,otobüs yolculuğu,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Bostancı çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,TEM mi E5 mi daha iyi,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,perşembe öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,yoğunluk olmayan zaman,En iyi çıkış zamanını hesaplayabilirim.
greeting,merhabalar,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
greeting,merhaba trafik botu,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Şişli ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,park durumu,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,cuma gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköyden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hello,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,perşembe akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli Levent arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli çıkışı Beşiktaş yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancıden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,optimal saat,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,cumartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
best_departure_time,optimal saat,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,salı günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü Üsküdar arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
goodbye,sonra görüşürüz,Güvenli yolculuklar dilerim!
traffic_prediction,pazartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,petrol ofisi nerede,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Taksim ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
best_departure_time,hangi saatte çıkayım,En iyi çıkış zamanını hesaplayabilirim.
traffic_status,Maslak trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,cumartesi akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönüden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköyden Beşiktaşa rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,pazar gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,havalimanına süre,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,perşembe gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Levent arası yol,Size en uygun rotayı hesaplayabilirim.
weather_traffic,aşırı sıcakta trafik,Hava durumunun trafik etkisini analiz edebilirim.
traffic_status,Kadıköy trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,pazar gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
weather_traffic,sisli hava trafik,Hava durumunun trafik etkisini analiz edebilirim.
travel_time,köprü geçiş süresi,Süre hesaplaması için rotanızı belirtir misiniz?
travel_time,köprü geçiş süresi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Maslak çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
alternative_route,farklı rota seçeneği,Alternatif rota seçeneklerini gösterebilirim.
best_departure_time,hangi saatte çıkayım,En iyi çıkış zamanını hesaplayabilirim.
alternative_route,dolama yolu,Alternatif rota seçeneklerini gösterebilirim.
traffic_prediction,hafta sonu mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Fatih arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,boş park yeri var mı,Park yeri bilgisi için lokasyon belirtir misiniz?
greeting,merhabalar,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
goodbye,iyi geceler,Güvenli yolculuklar dilerim!
traffic_prediction,hafta sonu öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Sisli Maslak arası rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,salı günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaşden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
parking_info,boş park yeri var mı,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Maltepe çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,karlı havada durum,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,cuma günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
greeting,selam canım,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazartesi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi sendromu trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,salı gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,Daha rahat yol,Daha rahat ve az yoğun yolları tercih ediyorsanız alternatifleri bulabilirim.
traffic_prediction,hafta içi günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,shell istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Üsküdar ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepeden Kadıköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
parking_info,ücretli otopark,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,çarşamba sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma namazı trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Beylikdüzü Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,benzin fiyatı,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Levent ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,E5 üzerinde durum,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Bakırköy çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzüden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamlar,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Eminönü Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdarden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
weather_traffic,dolu yağışı,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Maslak Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Kadıköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepeden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslakden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Marmaray ile nasıl giderim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
thanks,süpersin,Teşekkürler! Güvenli yolculuklar.
route_inquiry,Eminönü çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,kendine iyi bak,Güvenli yolculuklar dilerim!
route_inquiry,Fatih Sultan Mehmet köprüsü güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Bakırköy ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
parking_info,boş park yeri var mı,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Şişli Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi sabahı durum,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Beylikdüzü Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
alternative_route,yan yollar,Alternatif rota seçeneklerini gösterebilirim.
thanks,harikasın,Teşekkürler! İyi yolculuklar.
traffic_prediction,perşembe günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,okullar açık mı,Trafik tahmini için tarih ve saati belirtir misiniz?
goodbye,iyi yolculuklar,Güvenli yolculuklar dilerim!
traffic_prediction,pazartesi akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Beşiktaş güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,en iyi çıkış zamanı,En iyi çıkış zamanını hesaplayabilirim.
route_inquiry,Üsküdar Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
unclear,ne diyorsun,Sorunuzu daha açık belirtir misiniz?
weather_traffic,aşırı sıcakta trafik,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Bakırköy çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
goodbye,hoşça kal dostum,Güvenli yolculuklar dilerim!
best_departure_time,boş saatler,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,pazartesi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma kaçışı,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Maltepeden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdarden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,naber,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beşiktaş çıkışı Şişli yolu,Size en uygun rotayı hesaplayabilirim.
best_departure_time,yoğunluk olmayan zaman,En iyi çıkış zamanını hesaplayabilirim.
greeting,günaydın bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beşiktaş ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
parking_info,ücretsiz park,Park yeri bilgisi için lokasyon belirtir misiniz?
travel_time,otobüs yolculuğu,Süre hesaplaması için rotanızı belirtir misiniz?
parking_info,park yeri nerede,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
greeting,selam robot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beylikdüzü Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy çıkışı Beşiktaş yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy Fatih arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönüden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hello,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Levent Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
